Date	Départ	Arrivée	Commentaires	regularity	obs_person	obs_animal	obs_weather	obs_malicious	obs_construction	obs_strike	obs_technical
2015-05	LYON PART DIEU	LILLE	"Toujours des travaux importants sur la LGV  entrainant des limitations de vitesse, essentiellement à Lapalud. Autres événements :
03/05 : dérangement d'aiguille lors de travaux au Creusot
05 et 28/05 : panne d'une rame sur LGV Nord
08/05 : accident de personne à Lapalud
20/05 : acte de malveillance (jets de pierres) à Vémars
25/05 : occupation des voies à l'escale de Lille Europe"		1	0	0	1	1	0	1
2015-05	MARSEILLE ST CHARLES	PARIS LYON			0	0	0	0	0	0	0
2015-05	PARIS EST	NANCY			0	0	0	0	0	0	0
2014-11	PARIS MONTPARNASSE	ST PIERRE DES CORPS			0	0	0	0	0	0	0
2014-11	PARIS MONTPARNASSE	VANNES			0	0	0	0	0	0	0
2014-11	PARIS NORD	ARRAS			0	0	0	0	0	0	0
2014-11	PERPIGNAN	PARIS LYON			0	0	0	0	0	0	0
2014-11	RENNES	LYON PART DIEU			0	0	0	0	0	0	0
2014-11	ST MALO	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-12	ANNECY	PARIS LYON			0	0	0	0	0	0	0
2014-12	ARRAS	PARIS NORD			0	0	0	0	0	0	0
2014-12	LE MANS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-12	LYON PART DIEU	MARSEILLE ST CHARLES	La régularité de cette relation a été perturbée en décembre par un heurt d'animal et 3 pannes de TGV sur la ligne à grande vitesse.		0	1	0	0	0	0	1
2014-12	NANTES	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-12	PARIS EST	METZ			0	0	0	0	0	0	0
2014-12	PARIS EST	NANCY			0	0	0	0	0	0	0
2014-12	PARIS EST	REIMS			0	0	0	0	0	0	0
2014-12	PARIS LYON	LE CREUSOT MONTCEAU MONTCHANIN			0	0	0	0	0	0	0
2014-12	PARIS LYON	MACON LOCHE			0	0	0	0	0	0	0
2014-12	PARIS LYON	MONTPELLIER			0	0	0	0	0	0	0
2014-12	PARIS LYON	VALENCE ALIXAN TGV	Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.		0	0	1	0	0	0	0
2014-12	PARIS MONTPARNASSE	BORDEAUX ST JEAN			0	0	0	0	0	0	0
2014-12	PARIS MONTPARNASSE	TOULOUSE MATABIAU	Ce ligne a été affectée par un accident entre un TER & à un camion sur un passage à niveau vers Montauban le 09/12: des travaux ont été nécessaires jusqu'au 12/12 entraînant des retards & des perturbations. D'autres événements extérieurs ont affecté la régularité des trains: un accident de personne près de Tours le 14/12 (19 TGV retardés de 11' à 2h40), le heurt d'un sanglier sur la Ligne à Grande Vitesse près de St Arnoult le 22/12 (30 TGV retardés de 11min à 1h18). Enfin, un dérangement des installations entre Paris Montparnasse & Massy le 25/12 (32 TGV retardés de 25min à 2h38).		1	1	0	0	1	0	0
2014-12	PARIS NORD	LILLE			0	0	0	0	0	0	0
2014-12	REIMS	PARIS EST			0	0	0	0	0	0	0
2014-12	RENNES	LYON PART DIEU	"Cette ligne a été touché par des incidents externes dont un accident de personne à Laval le 01/12 (20 TGV retardés de 16min à 3h19) & le heurt d'un sanglier le 22/12 sur la Ligne à Grande Vitesse près de St Arnoult (30 TGV retardés de 11min à 1h18).
Des dérangements des installations ont également entraîné de retards : à Valenton (en région parisienne) notamment les 18, 19 & 21/12 avec près d'une quinzaine de trains retardés par jour & sur la ligne à Grande Vitesse Sud Est également le 3/12 (21 TGV). Un incident électrique dans la région lyonnaise le 11/12 retarde 32 TGV & un rail fissuré à Neau (près de Laval) le 29/12 (18 TGV retardés de 12' à 1h15)."		1	1	0	0	0	0	1
2014-12	ST MALO	PARIS MONTPARNASSE	"La ligne a été affectée par des incidents externes dont un accident de personne à Laval le 01/12 (20 TGV retardés de 16min à 3h19) & le heurt d'un sanglier sur la Ligne à Grande Vitesse près de St Arnoult le 22/12 (30 TGV retardés de 11min à 1h18);
Des dérangements des installations ont également entraîné des retards: le 25/12 notamment entre Paris Montparnasse & Massy (32 TGV de 25' à 2h38) & un rail fissuré à Neau (près de Laval) le 29/12 (18 TGV de 12' à 1h15). A noter également, la défaillance Matériel d'un train d'une autre compagnie ferroviaire en sortie du Mans le 26/12 (20 TGV retardés de 14' à 2h35)."		1	1	0	0	0	0	1
2014-12	ST PIERRE DES CORPS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-12	VALENCE ALIXAN TGV	PARIS LYON	Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.		0	0	1	0	0	0	0
2015-01	DUNKERQUE	PARIS NORD			0	0	0	0	0	0	0
2015-01	MARSEILLE ST CHARLES	LILLE	"Les principaux évènements survenus au mois de janvier sont :
Chutes de neige dans le sud-est le 20 
Accident de personne : Cesseins le 01 et Vennissieux le 03
Heurts d'animaux  : Chevry le 05, Neufmoutiers le 06, Cluny le 18 et Moussy et Lapalud le 29
Plusieurs colis suspects : à Marseille le 08, Marne la Vallée le 08, Roissy les 08,10 et 11 et à Lyon les 09 et 15
Un défaut d'alimentation à Fresnoy le 06
Obstacle dans la voie à Macon le 13
Des travaux importants sur la LGV Nord entrainant des limitations de vitesse"		1	1	1	0	1	0	1
2015-01	MONTPELLIER	PARIS LYON			0	0	0	0	0	0	0
2015-01	PARIS LYON	AIX EN PROVENCE TGV	5 collisions avec des animaux sauvages sur la ligne à grande vitesse ont perturbé la régularité de cette relation en janvier 2015		0	1	0	0	0	0	0
2015-01	PARIS LYON	AVIGNON TGV			0	0	0	0	0	0	0
2015-01	PARIS LYON	LE CREUSOT MONTCEAU MONTCHANIN			0	0	0	0	0	0	0
2015-01	PARIS LYON	LYON PART DIEU			0	0	0	0	0	0	0
2015-01	PARIS LYON	NIMES			0	0	0	0	0	0	0
2015-01	PARIS MONTPARNASSE	LA ROCHELLE VILLE			0	0	0	0	0	0	0
2015-01	PARIS MONTPARNASSE	POITIERS			0	0	0	0	0	0	0
2015-01	PARIS MONTPARNASSE	TOULOUSE MATABIAU			0	0	0	0	0	0	0
2015-01	PARIS MONTPARNASSE	VANNES			0	0	0	0	0	0	0
2015-01	ST MALO	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2015-01	STRASBOURG	NANTES			0	0	0	0	0	0	0
2015-01	TOULON	PARIS LYON			0	0	0	0	0	0	0
2015-01	TOULOUSE MATABIAU	PARIS MONTPARNASSE	La ligne a été impactée par des incidents externes dont deux accidents de personne à VIVONNE le 04/01 (3 TGV retardés de 1h34 à 3h40) et à CADAUJAC le 13/01 (3 TGV retardés de 13’ à 5h08) – ainsi que la divagation d’un veau le 07/01 entre ANGOULÊME et POITIERS (5 TGV de 24’ à 1h04) et le signalement de colis suspects le 14/01 et le 16/01 en gare de BORDEAUX (retardant respectivement 6 TGV de 18’ à 1h33 et 6 TGV de 17’ à 1h31). Un dérangement des installations au nord de CHATELLERAULT le 15/01 a également entraîné des retards (24 TGV de 12’ à 1h50) ainsi que la panne d’un TGV sur la Ligne Garnde Vitesse le 23/01 à DANGEAU (41 TGV retardés de 11’ à 3h18) et la panne d’un TER le 28/01 au sud de POITIERS (10 TGV retardés de 18’ à 3h23).		1	0	0	0	0	0	1
2015-02	ANGERS SAINT LAUD	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2015-02	LE CREUSOT MONTCEAU MONTCHANIN	PARIS LYON			0	0	0	0	0	0	0
2015-02	NANTES	STRASBOURG			0	0	0	0	0	0	0
2015-02	PARIS EST	STRASBOURG			0	0	0	0	0	0	0
2015-02	PARIS LYON	BESANCON FRANCHE COMTE TGV			0	0	0	0	0	0	0
2015-02	PARIS LYON	LYON PART DIEU			0	0	0	0	0	0	0
2015-02	PARIS LYON	MONTPELLIER			0	0	0	0	0	0	0
2015-02	PARIS MONTPARNASSE	ANGERS SAINT LAUD			0	0	0	0	0	0	0
2015-02	PARIS MONTPARNASSE	BORDEAUX ST JEAN			0	0	0	0	0	0	0
2015-02	PARIS NORD	DUNKERQUE			0	0	0	0	0	0	0
2015-02	PARIS NORD	ARRAS			0	0	0	0	0	0	0
2015-02	PERPIGNAN	PARIS LYON			0	0	0	0	0	0	0
2015-02	REIMS	PARIS EST			0	0	0	0	0	0	0
2015-03	ANNECY	PARIS LYON			0	0	0	0	0	0	0
2015-03	AVIGNON TGV	PARIS LYON			0	0	0	0	0	0	0
2015-03	DOUAI	PARIS NORD			0	0	0	0	0	0	0
2015-03	DUNKERQUE	PARIS NORD			0	0	0	0	0	0	0
2015-03	LYON PART DIEU	PARIS LYON			0	0	0	0	0	0	0
2015-03	MONTPELLIER	LYON PART DIEU	Les travaux de raccordement du réseau actuel à la nouvelle ligne à grande vitesse (qui contournera Nîmes et Montpellier à partir de 2017), ainsi que des travaux sur ligne classique près de Montpellier ont généré des ralentissements en mars		0	0	0	0	1	0	0
2015-03	PARIS LYON	AIX EN PROVENCE TGV			0	0	0	0	0	0	0
2015-03	PARIS LYON	DIJON VILLE			0	0	0	0	0	0	0
2015-03	PARIS LYON	LE CREUSOT MONTCEAU MONTCHANIN			0	0	0	0	0	0	0
2015-03	PARIS LYON	LYON PART DIEU			0	0	0	0	0	0	0
2015-03	PARIS LYON	PERPIGNAN			0	0	0	0	0	0	0
2015-03	PARIS LYON	SAINT ETIENNE CHATEAUCREUX			0	0	0	0	0	0	0
2015-03	PARIS MONTPARNASSE	ANGOULEME			0	0	0	0	0	0	0
2015-03	PARIS MONTPARNASSE	BREST			0	0	0	0	0	0	0
2015-03	PARIS MONTPARNASSE	TOURS			0	0	0	0	0	0	0
2015-03	PARIS MONTPARNASSE	VANNES	Cette OD a été touchée par les événements suivants:  un heurt de chevreuil sur la ligne grande vitesse le 2 (28 TGV; de 13' à 58'), 2 accidents de personne à Vannes le 6 (6 TGV; de 13' à 1h51) et à Cesson le 26 (11 TGV; 12' à 2h24'), un feu de traverses à l'entrée de Paris Montparnasse le 14 (6 TGV; 12' à 33'), un incendie aux abords des voies vers Laval le 23  (7 TGV; 22' à 2h05) ainsi que la divagation d'un chien sur la ligne grande vitesse à St Arnoult le 31 (13 TGV; de 12' à 36'). On compte par ailleurs 4 dérangements d'installations sur la ligne grande vitesse les 1, 2, 16 et 23 touchant jusqu'à 7 trains par jour avec des retards allant de 12' à 1h05 et un incident caténaire le 22 vers Redon (9 TGV; de 12' à 80').		1	1	0	0	0	0	1
2015-03	PERPIGNAN	PARIS LYON			0	0	0	0	0	0	0
2015-03	ST MALO	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2015-03	TOULON	PARIS LYON			0	0	0	0	0	0	0
2015-04	DOUAI	PARIS NORD			0	0	0	0	0	0	0
2015-04	DUNKERQUE	PARIS NORD			0	0	0	0	0	0	0
2015-04	LAVAL	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2015-04	LE MANS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2012-07	CHAMBERY CHALLES LES EAUX	PARIS LYON			0	0	0	0	0	0	0
2012-07	DUNKERQUE	PARIS NORD			0	0	0	0	0	0	0
2012-07	LAVAL	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2012-07	LYON PART DIEU	PARIS LYON			0	0	0	0	0	0	0
2012-07	RENNES	LYON PART DIEU			0	0	0	0	0	0	0
2012-07	MACON LOCHE	PARIS LYON			0	0	0	0	0	0	0
2012-07	PARIS LYON	MACON LOCHE			0	0	0	0	0	0	0
2012-07	PARIS EST	METZ			0	0	0	0	0	0	0
2012-07	PARIS MONTPARNASSE	NANTES			0	0	0	0	0	0	0
2012-07	STRASBOURG	NANTES			0	0	0	0	0	0	0
2012-07	NICE VILLE	PARIS LYON	D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Nice Marseille nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.		0	0	0	0	1	0	0
2012-07	NIMES	PARIS LYON			0	0	0	0	0	0	0
2012-07	PERPIGNAN	PARIS LYON			0	0	0	0	0	0	0
2012-07	POITIERS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2012-07	PARIS MONTPARNASSE	QUIMPER			0	0	0	0	0	0	0
2012-07	ST MALO	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2012-07	TOULOUSE MATABIAU	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2012-07	TOURS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2012-07	VALENCE ALIXAN TGV	PARIS LYON			0	0	0	0	0	0	0
2012-07	ARRAS	PARIS NORD			0	0	0	0	0	0	0
2012-07	PARIS LYON	AVIGNON TGV			0	0	0	0	0	0	0
2012-07	PARIS LYON	BESANCON FRANCHE COMTE TGV			0	0	0	0	0	0	0
2014-03	RENNES	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-03	PARIS LYON	TOULON			0	0	0	0	0	0	0
2014-03	TOULOUSE MATABIAU	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-03	PARIS LYON	AVIGNON TGV			0	0	0	0	0	0	0
2014-04	PARIS LYON	AIX EN PROVENCE TGV			0	0	0	0	0	0	0
2014-04	BREST	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-04	DIJON VILLE	PARIS LYON			0	0	0	0	0	0	0
2014-04	PARIS MONTPARNASSE	LAVAL			0	0	0	0	0	0	0
2014-04	ANGERS SAINT LAUD	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-04	LYON PART DIEU	LILLE			0	0	0	0	0	0	0
2014-04	LYON PART DIEU	MARSEILLE ST CHARLES			0	0	0	0	0	0	0
2014-04	MARSEILLE ST CHARLES	LYON PART DIEU			0	0	0	0	0	0	0
2014-04	MACON LOCHE	PARIS LYON			0	0	0	0	0	0	0
2014-04	MARSEILLE ST CHARLES	PARIS LYON			0	0	0	0	0	0	0
2014-04	METZ	PARIS EST			0	0	0	0	0	0	0
2014-04	ANGOULEME	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-04	PARIS LYON	MONTPELLIER			0	0	0	0	0	0	0
2014-04	PARIS MONTPARNASSE	NANTES			0	0	0	0	0	0	0
2014-04	NANTES	STRASBOURG			0	0	0	0	0	0	0
2014-04	PARIS LYON	NICE VILLE			0	0	0	0	0	0	0
2014-04	NIMES	PARIS LYON			0	0	0	0	0	0	0
2014-04	REIMS	PARIS EST			0	0	0	0	0	0	0
2014-04	PARIS LYON	SAINT ETIENNE CHATEAUCREUX			0	0	0	0	0	0	0
2014-04	PARIS MONTPARNASSE	ST PIERRE DES CORPS			0	0	0	0	0	0	0
2014-04	TOULON	PARIS LYON			0	0	0	0	0	0	0
2014-04	PARIS LYON	TOULON			0	0	0	0	0	0	0
2014-04	ARRAS	PARIS NORD			0	0	0	0	0	0	0
2014-05	PARIS MONTPARNASSE	BREST			0	0	0	0	0	0	0
2014-05	PARIS LYON	DIJON VILLE			0	0	0	0	0	0	0
2014-05	PARIS LYON	GRENOBLE			0	0	0	0	0	0	0
2014-05	LAVAL	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-05	PARIS LYON	MARSEILLE ST CHARLES			0	0	0	0	0	0	0
2014-05	PARIS MONTPARNASSE	ANGOULEME			0	0	0	0	0	0	0
2014-05	NANCY	PARIS EST			0	0	0	0	0	0	0
2014-05	PARIS EST	NANCY			0	0	0	0	0	0	0
2014-05	PARIS MONTPARNASSE	NANTES			0	0	0	0	0	0	0
2014-05	PARIS LYON	NICE VILLE	Cinq heurts d'animaux sauvages et deux accidents de personnes sur lignes à grande vitesse ont pénalisé la régularité de cette liaison.		1	1	0	0	0	0	0
2014-05	POITIERS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-05	PARIS LYON	ANNECY			0	0	0	0	0	0	0
2014-05	ST PIERRE DES CORPS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-05	TOULON	PARIS LYON	Cinq heurts d'animaux sauvages et deux accidents de personnes sur lignes à grande vitesse ont pénalisé la régularité de cette liaison.		1	1	0	0	0	0	0
2014-05	PARIS NORD	ARRAS			0	0	0	0	0	0	0
2014-05	PARIS LYON	BELLEGARDE (AIN)			0	0	0	0	0	0	0
2014-06	AIX EN PROVENCE TGV	PARIS LYON			0	0	0	0	0	0	0
2014-06	PARIS LYON	DIJON VILLE			0	0	0	0	0	0	0
2014-06	DOUAI	PARIS NORD			0	0	0	0	0	0	0
2014-06	PARIS MONTPARNASSE	LAVAL			0	0	0	0	0	0	0
2014-06	LE MANS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-06	ANGERS SAINT LAUD	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-06	LILLE	MARSEILLE ST CHARLES	Les mouvements sociaux qui ont eu lieu du 11 au 24 juin ont nettement affecté les résultats de ce mois. Des travaux entre Macon et Lyon (Cesseins) depuis le 1er juin, avec des limitations de vitesse ont engendré des pertes de temps de quelques minutes. Vers la fin du mois, une augmentation des interventions à bord, que ce soit des pompiers pour porter assistance à des voyageurs ou bien des forces de l'ordre pour rétablir la sécurité. Quelques dérangement des installations également : problème caténaire le 6 à Montanay, d'aiguillage les 22 et 25 sur LGV Nord ou d'un dispositif de détection à Sathonay le 30.		1	0	0	0	1	0	1
2014-06	LYON PART DIEU	MONTPELLIER	La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.		0	0	0	0	0	1	0
2014-06	NANCY	PARIS EST			0	0	0	0	0	0	0
2014-06	NANTES	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-06	PARIS MONTPARNASSE	NANTES			0	0	0	0	0	0	0
2014-06	STRASBOURG	NANTES			0	0	0	0	0	0	0
2014-06	PARIS LYON	NICE VILLE	La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.		0	0	0	0	0	1	0
2014-06	NIMES	PARIS LYON	La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.		0	0	0	0	0	1	0
2014-06	PARIS MONTPARNASSE	QUIMPER			0	0	0	0	0	0	0
2014-06	PARIS LYON	ANNECY			0	0	0	0	0	0	0
2014-06	SAINT ETIENNE CHATEAUCREUX	PARIS LYON			0	0	0	0	0	0	0
2014-06	ST PIERRE DES CORPS	PARIS MONTPARNASSE	Le 9, de violents orages en région parisienne ont entraîné de multiples dérangements d'installations sur la Ligne à Grande Vitesse. Le 30, un dérangement des installations à St-Pierre-des Corps retarde cinq TGV. A ces incidents s'ajoutent les retards liés à la période de grève nationale de juin.		0	0	1	0	0	1	1
2014-06	PARIS EST	STRASBOURG			0	0	0	0	0	0	0
2014-06	PARIS MONTPARNASSE	TOULOUSE MATABIAU	Le 22, la chute d'un véhicule sur les voies près d'Agen retarde 3 TGV. Le 27, la panne d'un train de marchandises et un dérangement d'installation près de Montauban retardent 2 TGV. Le 29, de violents orages sur la région de Bordeaux ont entraîné une fuite de gaz et de multiples dérangements. Le 30, un dérangement des installations à St-Pierre-des Corps retarde 1 TGV. A ces incidents s'ajoutent les retards liés à la période de grève nationale de juin.		0	0	1	0	0	1	1
2014-06	PARIS MONTPARNASSE	TOURS			0	0	0	0	0	0	0
2014-06	VANNES	PARIS MONTPARNASSE	Le 9, des travaux rendus tardivement près de Rennes retardent 14 TGV de 1h24 à 2h13 et de violents orages en région parisienne ont entraîné de multiples dérangements d'installations sur la Ligne à Grande Vitesse. Le 25, un incendie dans une maison à proximité des voies près du Mans retarde 3 TGV. A ces incidents s'ajoutent les retards liés à la période de grève nationale de juin.		1	0	1	0	1	1	1
2014-06	PARIS LYON	BESANCON FRANCHE COMTE TGV	La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.		0	0	0	0	0	1	0
2014-07	PARIS LYON	AIX EN PROVENCE TGV			0	0	0	0	0	0	0
2014-07	PARIS MONTPARNASSE	LAVAL			0	0	0	0	0	0	0
2014-07	LE MANS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-07	LYON PART DIEU	LILLE	Accident de personne à Nimes le 18, découverte d'un corps à Lyon le 2 et présence d'une personne suicidaire à Montanay le 16, heurt d'un animal au Creusot le 23, déraillement d'un wagon de fret à Lyon le 18 impactant également le 19, intempéries de type orage à Piolenc le 20 et à Avignon le 25, quelques dérangements d'installations notament à Valence le 3, Macon le 6, Vianges le 8, Lille le 11 et à Vemars le 12, incident matériel le 19 à Hattencourt, plusieurs limitations de vitesse suite à travaux essentiellement à Cesseins, Montanay et Marseille.		1	1	1	0	1	0	1
2014-07	LILLE	PARIS NORD			0	0	0	0	0	0	0
2014-07	LYON PART DIEU	MARSEILLE ST CHARLES	Heurt de personnes le 6, le 13, le 29, installations en dérangement suite à des orages le 6, le 20, le 25.		1	0	1	0	0	0	0
2014-07	LYON PART DIEU	MONTPELLIER	Heurt de personnes le 18, le 30, installations en dérangement suite à des orages le 6, le 20, le 25, heurt d'animaux le 23, acte de malveillance le 21.		1	1	1	1	0	0	0
2014-07	LYON PART DIEU	PARIS LYON			0	0	0	0	0	0	0
2014-07	MARSEILLE ST CHARLES	PARIS LYON			0	0	0	0	0	0	0
2014-07	PARIS MONTPARNASSE	ANGOULEME			0	0	0	0	0	0	0
2014-07	NANTES	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-07	STRASBOURG	NANTES			0	0	0	0	0	0	0
2014-07	NICE VILLE	PARIS LYON	Plusieurs incidents ont pertubé la circulation des TGV et provoqué des retards importants sur cette liaison (heurt de personnes le 6, le 13, le 29, dérangements d'installations suite à des orages le 6, 20 et 25).		1	0	1	0	0	0	1
2014-07	PARIS MONTPARNASSE	POITIERS			0	0	0	0	0	0	0
2014-07	QUIMPER	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-07	PARIS MONTPARNASSE	QUIMPER			0	0	0	0	0	0	0
2014-07	PARIS EST	REIMS			0	0	0	0	0	0	0
2014-07	TOULON	PARIS LYON	Plusieurs incidents ont pertubé la circulation des TGV et provoqué des retards importants sur cette relation (heurt de personnes le 6, le 13, le 29, dérangements d'installations suite à des orages le 6, le 20, le 25).		1	0	1	0	0	0	1
2014-07	PARIS LYON	TOULON			0	0	0	0	0	0	0
2014-07	VALENCE ALIXAN TGV	PARIS LYON			0	0	0	0	0	0	0
2014-07	ARRAS	PARIS NORD			0	0	0	0	0	0	0
2014-07	PARIS NORD	ARRAS			0	0	0	0	0	0	0
2014-07	VANNES	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-08	BELLEGARDE (AIN)	PARIS LYON			0	0	0	0	0	0	0
2014-08	CHAMBERY CHALLES LES EAUX	PARIS LYON			0	0	0	0	0	0	0
2014-08	LAVAL	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-08	LE CREUSOT MONTCEAU MONTCHANIN	PARIS LYON			0	0	0	0	0	0	0
2014-08	LILLE	PARIS NORD			0	0	0	0	0	0	0
2014-08	LYON PART DIEU	MARSEILLE ST CHARLES			0	0	0	0	0	0	0
2014-08	LYON PART DIEU	PARIS LYON			0	0	0	0	0	0	0
2014-08	MONTPELLIER	LYON PART DIEU	En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot.		1	0	0	1	0	0	0
2014-08	NANTES	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2014-08	PARIS EST	NANCY			0	0	0	0	0	0	0
2014-08	PARIS LYON	LYON PART DIEU			0	0	0	0	0	0	0
2013-04	ARRAS	PARIS NORD			0	0	0	0	0	0	0
2013-05	PARIS LYON	AIX EN PROVENCE TGV			0	0	0	0	0	0	0
2013-05	DUNKERQUE	PARIS NORD			0	0	0	0	0	0	0
2013-05	PARIS NORD	DUNKERQUE			0	0	0	0	0	0	0
2013-05	GRENOBLE	PARIS LYON			0	0	0	0	0	0	0
2013-05	PARIS LYON	GRENOBLE			0	0	0	0	0	0	0
2013-05	PARIS MONTPARNASSE	ANGERS SAINT LAUD			0	0	0	0	0	0	0
2013-05	MARSEILLE ST CHARLES	LILLE	Plusieurs actes de malveillance (vols de câbles, pose de plaques de béton sur les voies de la LGV Nord), inondations sur Avignon du 19 au 22 mai.		0	0	1	1	0	0	0
2013-05	LYON PART DIEU	RENNES			0	0	0	0	0	0	0
2013-05	PARIS LYON	MACON LOCHE			0	0	0	0	0	0	0
2013-05	PARIS LYON	MARSEILLE ST CHARLES			0	0	0	0	0	0	0
2013-05	PARIS LYON	MONTPELLIER			0	0	0	0	0	0	0
2013-05	PARIS MONTPARNASSE	TOURS			0	0	0	0	0	0	0
2013-06	PARIS MONTPARNASSE	LAVAL			0	0	0	0	0	0	0
2013-06	LE MANS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2013-06	ANGERS SAINT LAUD	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2013-06	LILLE	MARSEILLE ST CHARLES	Mois de juin marqué par de nombreux orages du 17 au 19 juin sur la région parisienne ainsi que dans le Sud. Il y a également une augmentation du nombre d'interventions des forces de l'ordre dans les trains pour incivilité.		0	0	1	0	0	0	0
2013-06	MARSEILLE ST CHARLES	LILLE	Mois de juin marqué par de nombreux orages du 17 au 19 juin sur la région parisienne ainsi que dans le Sud. Il y a également une augmentation du nombre d'interventions des forces de l'ordre dans les trains pour incivilité.		0	0	1	0	0	0	0
2013-06	PARIS NORD	LILLE			0	0	0	0	0	0	0
2013-06	MARSEILLE ST CHARLES	LYON PART DIEU			0	0	0	0	0	0	0
2013-06	MONTPELLIER	LYON PART DIEU			0	0	0	0	0	0	0
2013-06	LYON PART DIEU	PARIS LYON			0	0	0	0	0	0	0
2013-06	PARIS LYON	LYON PART DIEU			0	0	0	0	0	0	0
2013-06	MARSEILLE ST CHARLES	PARIS LYON			0	0	0	0	0	0	0
2013-06	PARIS LYON	MONTPELLIER			0	0	0	0	0	0	0
2013-06	MULHOUSE VILLE	PARIS LYON			0	0	0	0	0	0	0
2013-06	PARIS LYON	MULHOUSE VILLE			0	0	0	0	0	0	0
2013-06	NANCY	PARIS EST			0	0	0	0	0	0	0
2013-06	PARIS EST	NANCY			0	0	0	0	0	0	0
2013-06	NANTES	STRASBOURG			0	0	0	0	0	0	0
2013-06	QUIMPER	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2013-06	ANNECY	PARIS LYON			0	0	0	0	0	0	0
2013-06	PARIS LYON	ANNECY			0	0	0	0	0	0	0
2013-06	PARIS EST	STRASBOURG			0	0	0	0	0	0	0
2013-06	PARIS LYON	TOULON			0	0	0	0	0	0	0
2013-06	PARIS MONTPARNASSE	TOULOUSE MATABIAU			0	0	0	0	0	0	0
2013-06	TOURS	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2013-06	PARIS LYON	BESANCON FRANCHE COMTE TGV			0	0	0	0	0	0	0
2013-07	PARIS MONTPARNASSE	BREST			0	0	0	0	0	0	0
2013-07	DIJON VILLE	PARIS LYON			0	0	0	0	0	0	0
2013-07	PARIS LYON	DIJON VILLE			0	0	0	0	0	0	0
2013-07	PARIS NORD	DOUAI	Fortes chaleurs, orages, incendies et coupures de tension.		1	0	1	0	0	0	0
2013-07	LA ROCHELLE VILLE	PARIS MONTPARNASSE			0	0	0	0	0	0	0
2013-07	LYON PART DIEU	LILLE	Fortes chaleurs, orages, incendies et coupures de tension.		1	0	1	0	0	0	0
2013-07	MARSEILLE ST CHARLES	LILLE	Fortes chaleurs, orages, incendies et coupures de tension, incidents de personnes.		1	0	1	0	0	0	1
2013-07	LYON PART DIEU	MARSEILLE ST CHARLES	Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV.		1	0	1	0	0	0	0
2013-07	MARSEILLE ST CHARLES	LYON PART DIEU	Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV.		1	0	1	0	0	0	0
2013-07	MACON LOCHE	PARIS LYON			0	0	0	0	0	0	0
2013-07	PARIS EST	METZ			0	0	0	0	0	0	0
